CO2,VOC,RH,TEM,PM25,TIME
537,0,28.9,27.9,6,1638517752
540,0,28.8,27.9,6,1638517803
536,0,28.8,27.9,6,1638517854
547,0,28.7,27.9,6,1638517955
551,0,28.8,27.9,6,1638518006
560,0,28.7,28.0,6,1638518057
561,0,28.8,28.0,6,1638518108
564,0,28.9,27.9,6,1638518159
571,0,28.8,27.9,6,1638518210
561,0,28.7,28.0,6,1638518261
561,0,28.7,27.9,6,1638518313
553,0,28.6,28.0,6,1638518364
542,0,28.5,27.9,6,1638518415
551,0,28.6,27.9,6,1638518466
550,0,28.5,28.0,6,1638518517
549,0,28.4,28.0,6,1638518568
539,0,28.4,28.0,6,1638518619
549,0,28.4,27.9,6,1638518670
551,0,28.4,28.0,6,1638518721
565,0,28.5,28.0,6,1638518772
571,0,28.7,28.0,6,1638518823
571,0,28.8,28.0,6,1638518873
577,0,28.8,28.0,6,1638518924
585,0,28.8,28.0,6,1638518975
578,0,28.8,27.9,6,1638519026
574,0,28.9,28.0,5,1638519077
579,0,28.9,28.0,6,1638519128
577,0,28.9,28.0,6,1638519179
570,0,28.8,28.0,6,1638519230
566,0,28.7,28.0,6,1638519281
582,0,28.7,28.0,6,1638519332
569,0,28.7,28.0,5,1638519382
567,0,28.7,28.0,6,1638519433
569,0,28.7,28.0,6,1638519485
565,0,28.6,28.0,6,1638519536
558,0,28.5,28.0,6,1638519586
570,0,28.5,28.0,6,1638519637
551,0,28.4,28.0,6,1638519688
548,0,28.5,28.0,6,1638519739
552,0,28.4,28.0,6,1638519790
554,0,28.4,28.0,5,1638519841
552,0,28.4,28.0,6,1638519892
560,0,28.4,28.0,6,1638519943
543,0,28.3,28.0,6,1638519993
545,0,28.3,28.0,5,1638520044
559,0,28.5,28.0,6,1638520095
567,0,28.5,28.0,6,1638520146
558,0,28.5,28.0,5,1638520197
568,0,28.5,28.0,5,1638520248
563,0,28.5,28.0,5,1638520299
554,0,28.4,28.0,5,1638520350
556,0,28.4,28.0,6,1638520401
556,0,28.4,28.0,6,1638520452
543,0,28.3,28.0,6,1638520503
537,0,28.4,28.0,6,1638520554
542,0,28.3,28.0,5,1638520605
537,0,28.2,28.0,6,1638520656
534,0,28.2,28.0,6,1638520707
537,0,28.3,28.0,6,1638520758
544,0,28.3,28.0,6,1638520808
549,0,28.4,28.0,6,1638520859
565,0,28.5,28.0,6,1638520910
552,0,28.5,28.0,5,1638520961
547,0,28.4,28.0,5,1638521012
558,0,28.4,28.0,5,1638521063
560,0,28.4,28.0,6,1638521114
550,0,28.3,28.0,5,1638521165
551,0,28.3,28.0,6,1638521215
559,0,28.4,28.0,6,1638521266
552,0,28.4,28.0,5,1638521317
556,0,28.5,28.0,6,1638521368
544,0,28.3,28.0,6,1638521419
557,0,28.5,28.0,6,1638521470
559,0,28.5,28.0,6,1638521521
549,0,28.5,28.0,6,1638521572
552,0,28.5,28.0,6,1638521622
555,0,28.7,27.9,6,1638521673
564,0,28.6,28.0,6,1638521724
564,0,28.7,28.0,6,1638521775
563,0,28.7,28.0,6,1638521826
579,0,28.8,28.0,6,1638521877
582,0,28.8,28.0,6,1638521928
573,0,28.8,28.0,6,1638521979
558,0,28.8,28.0,5,1638522030
569,0,28.8,27.9,6,1638522081
593,0,28.9,27.9,6,1638522132
596,0,29.0,27.9,6,1638522183
588,0,29.0,27.9,6,1638522234
577,0,29.0,27.9,6,1638522285
566,0,29.0,27.9,6,1638522336
572,0,29.1,27.9,6,1638522386
588,0,29.2,27.9,6,1638522437
589,0,29.2,27.9,6,1638522488
589,0,29.2,27.9,6,1638522539
594,0,29.3,27.9,6,1638522590
578,0,29.2,27.9,6,1638522641
579,0,29.2,27.9,6,1638522692
581,0,29.4,27.9,6,1638522743
594,0,29.4,27.8,6,1638522793
598,0,29.5,27.9,6,1638522844
597,0,29.5,27.8,6,1638522895
579,0,29.4,27.8,6,1638522946
563,0,29.2,27.8,6,1638522997
568,0,29.2,27.8,6,1638523048
570,0,29.2,27.8,6,1638523099
591,0,29.3,27.8,6,1638523150
586,0,29.4,27.8,6,1638523201
598,0,29.4,27.8,6,1638523251
617,0,29.6,27.8,6,1638523302
662,0,29.7,27.7,6,1638523353
703,0,29.8,27.7,6,1638523404
695,0,29.9,27.7,6,1638523455
656,0,29.8,27.7,6,1638523506
665,0,29.8,27.7,6,1638523557
656,0,29.8,27.7,6,1638523608
652,0,29.9,27.7,6,1638523659
642,0,29.9,27.7,6,1638523709
636,0,29.9,27.7,6,1638523760
602,0,29.8,27.7,6,1638523812
600,0,29.8,27.7,6,1638523863
605,0,29.9,27.7,6,1638523913
589,0,29.9,27.7,6,1638523964
588,0,29.8,27.7,6,1638524015
578,0,29.9,27.7,6,1638524066
565,0,30.0,27.7,6,1638524117
587,0,30.7,27.7,6,1638524168
578,0,31.3,27.7,6,1638524219
556,0,31.0,27.7,6,1638524270
541,0,30.8,27.7,6,1638524321
540,0,30.7,27.7,6,1638524372
553,0,30.8,27.6,6,1638524423
557,0,30.8,27.7,6,1638524473
565,0,30.6,27.6,6,1638524524
555,0,30.5,27.7,6,1638524575
544,0,30.3,27.6,7,1638524626
539,0,30.2,27.6,6,1638524678
543,0,30.1,27.6,6,1638524729
547,0,30.1,27.6,6,1638524780
542,0,30.1,27.6,5,1638524831
543,0,30.1,27.6,5,1638524881
532,0,30.0,27.6,6,1638524932
529,0,29.8,27.6,6,1638524983
542,0,29.7,27.6,6,1638525034
544,0,29.5,27.6,6,1638525085
527,0,29.5,27.6,6,1638525136
534,0,29.4,27.6,6,1638525187
522,0,29.4,27.6,6,1638525239
527,0,29.4,27.6,6,1638525290
525,0,29.4,27.6,6,1638525341
515,0,29.3,27.6,6,1638525392
524,0,29.2,27.6,6,1638525443
510,0,29.3,27.6,6,1638525545
496,0,29.2,27.6,6,1638525596
512,0,29.1,27.6,6,1638525646
505,0,29.1,27.6,7,1638525698
506,0,29.1,27.6,6,1638525749
513,0,29.1,27.6,6,1638525801
516,0,29.1,27.6,6,1638525851
507,0,29.1,27.6,6,1638525902
516,0,29.1,27.6,6,1638525953
528,0,29.1,27.6,7,1638526004
535,0,29.2,27.6,6,1638526055
530,0,29.2,27.6,7,1638526106
522,0,29.2,27.6,7,1638526157
529,0,29.2,27.6,6,1638526207
517,0,29.2,27.6,7,1638526258
520,0,29.2,27.6,6,1638526309
529,0,29.2,27.6,6,1638526360
532,0,29.2,27.6,7,1638526411
520,0,29.3,27.6,6,1638526462
520,0,29.3,27.6,6,1638526513
529,0,29.1,27.6,6,1638526564
524,0,29.1,27.6,6,1638526615
506,0,29.1,27.5,6,1638526666
507,0,29.1,27.5,6,1638526717
505,0,29.1,27.6,6,1638526768
524,0,29.0,27.5,6,1638526819
528,0,29.0,27.6,6,1638526869
529,0,29.1,27.5,6,1638526920
518,0,29.0,27.5,6,1638526971
519,0,28.9,27.6,6,1638527022
539,0,28.9,27.5,6,1638527073
534,0,28.9,27.5,6,1638527124
510,0,28.9,27.5,6,1638527175
496,0,28.8,27.5,6,1638527225
486,0,28.8,27.5,6,1638527276
494,0,28.8,27.5,6,1638527327
500,0,28.8,27.5,6,1638527378
503,0,28.8,27.5,6,1638527429
491,0,28.7,27.5,7,1638527480
492,0,28.7,27.5,6,1638527531
498,0,28.7,27.5,6,1638527582
494,0,28.8,27.5,6,1638527633
496,0,28.8,27.5,6,1638527684
498,0,28.8,27.5,6,1638527735
494,0,28.8,27.5,6,1638527786
503,0,28.9,27.5,6,1638527836
494,0,28.9,27.5,6,1638527887
501,0,28.9,27.5,6,1638527938
512,0,28.9,27.5,6,1638527989
514,0,29.0,27.5,6,1638528040
511,0,29.0,27.5,6,1638528091
505,0,29.0,27.5,6,1638528142
501,0,28.9,27.5,6,1638528193
517,0,29.0,27.5,6,1638528244
524,0,29.0,27.5,6,1638528295
525,0,29.0,27.5,6,1638528345
518,0,29.0,27.5,7,1638528396
519,0,29.1,27.5,7,1638528447
515,0,29.1,27.5,7,1638528498
504,0,29.1,27.5,7,1638528549
515,0,29.1,27.5,7,1638528600
516,0,29.1,27.5,7,1638528651
512,0,29.1,27.5,7,1638528702
514,0,29.1,27.5,7,1638528753
502,0,29.1,27.5,7,1638528804
495,0,29.1,27.5,7,1638528855
498,0,29.1,27.5,7,1638528906
497,0,29.1,27.5,7,1638528957
509,0,29.0,27.5,6,1638529007
501,0,29.0,27.5,7,1638529058
499,0,29.1,27.5,7,1638529109
504,0,29.0,27.5,7,1638529160
492,0,29.0,27.4,7,1638529211
494,0,29.0,27.5,7,1638529262
491,0,29.0,27.5,7,1638529313
491,0,29.0,27.5,7,1638529363
486,0,29.0,27.5,7,1638529414
484,0,29.0,27.4,7,1638529465
487,0,29.0,27.5,7,1638529516
497,0,29.0,27.4,6,1638529567
490,0,29.0,27.4,6,1638529618
490,0,29.0,27.4,7,1638529669
494,0,29.0,27.4,7,1638529720
498,0,29.1,27.4,7,1638529771
495,0,29.1,27.4,7,1638529821
497,0,29.1,27.4,7,1638529872
488,0,29.1,27.4,7,1638529923
490,0,29.1,27.4,7,1638529979
486,0,29.1,27.4,7,1638530030
484,0,29.1,27.4,7,1638530081
485,0,29.1,27.4,7,1638530132
477,0,29.1,27.4,6,1638530183
483,0,29.2,27.4,7,1638530234
475,0,29.1,27.4,6,1638530285
471,0,29.1,27.4,6,1638530336
483,0,29.2,27.4,7,1638530386
476,0,29.2,27.4,7,1638530437
477,0,29.2,27.4,7,1638530488
478,0,29.2,27.4,6,1638530539
484,0,29.2,27.4,6,1638530590
473,0,29.2,27.4,7,1638530641
479,0,29.2,27.4,6,1638530692
470,0,29.2,27.4,6,1638530743
476,0,29.2,27.4,7,1638530794
478,0,29.2,27.4,7,1638530845
474,0,29.2,27.4,7,1638530895
475,0,29.3,27.4,7,1638530946
476,0,29.3,27.4,7,1638530997
478,0,29.2,27.4,6,1638531048
482,0,29.3,27.4,6,1638531099
478,0,29.3,27.4,6,1638531150
479,0,29.3,27.4,6,1638531201
488,0,29.3,27.4,6,1638531252
472,0,29.3,27.4,6,1638531303
473,0,29.3,27.4,6,1638531354
482,0,29.3,27.4,6,1638531405
478,0,29.3,27.4,6,1638531456
480,0,29.3,27.3,6,1638531506
475,0,29.4,27.4,6,1638531557
479,0,29.4,27.4,6,1638531608
479,0,29.4,27.4,6,1638531660
471,0,29.4,27.3,6,1638531711
487,0,29.4,27.4,6,1638531761
481,0,29.4,27.3,7,1638531812
483,0,29.5,27.3,6,1638531863
482,0,29.5,27.3,7,1638531914
474,0,29.5,27.3,7,1638531966
483,0,29.5,27.3,6,1638532017
477,0,29.5,27.3,7,1638532068
478,0,29.5,27.3,6,1638532119
480,0,29.6,27.3,6,1638532170
478,0,29.5,27.4,6,1638532221
479,0,29.6,27.3,6,1638532272
486,0,29.6,27.3,6,1638532322
479,0,29.6,27.3,6,1638532373
480,0,29.6,27.4,6,1638532424
482,0,29.6,27.3,6,1638532475
482,0,29.7,27.4,6,1638532526
486,0,29.7,27.3,6,1638532577
478,0,29.7,27.3,6,1638532628
479,0,29.7,27.3,6,1638532679
478,0,29.8,27.3,6,1638532730
483,0,29.8,27.3,6,1638532781
484,0,29.8,27.3,6,1638532832
484,0,29.8,27.4,6,1638532883
484,0,29.8,27.3,6,1638532934
487,0,29.8,27.3,6,1638532985
486,0,29.9,27.4,6,1638533037
479,0,29.9,27.3,6,1638533087
477,0,29.9,27.3,6,1638533138
478,0,29.9,27.3,6,1638533189
481,0,29.9,27.3,6,1638533241
484,0,29.9,27.3,6,1638533292
481,0,30.0,27.3,6,1638533343
482,0,30.0,27.3,6,1638533394
485,0,30.0,27.3,6,1638533445
479,0,30.0,27.3,6,1638533496
479,0,30.0,27.3,6,1638533547
475,0,30.0,27.3,6,1638533598
477,0,30.0,27.3,6,1638533649
480,0,30.1,27.3,6,1638533700
479,0,30.1,27.3,6,1638533751
473,0,30.1,27.3,6,1638533802
481,0,30.1,27.3,6,1638533852
475,0,30.1,27.3,6,1638533903
480,0,30.1,27.3,6,1638533954
469,0,30.1,27.3,6,1638534006
477,0,30.1,27.3,6,1638534058
475,0,30.1,27.3,6,1638534108
480,0,30.1,27.3,6,1638534159
478,0,30.1,27.3,6,1638534210
472,0,30.1,27.3,5,1638534261
474,0,30.1,27.3,6,1638534312
475,0,30.2,27.3,6,1638534363
478,0,30.1,27.3,6,1638534414
470,0,30.2,27.3,6,1638534465
476,0,30.2,27.3,6,1638534516
473,0,30.2,27.3,6,1638534566
476,0,30.1,27.3,6,1638534617
471,0,30.1,27.3,6,1638534668
471,0,30.1,27.3,6,1638534719
470,0,30.1,27.3,5,1638534770
466,0,30.1,27.3,6,1638534821
476,0,30.1,27.3,6,1638534872
466,0,30.1,27.3,6,1638534923
479,0,30.1,27.3,6,1638534974
475,0,30.1,27.3,6,1638535024
472,0,30.1,27.3,6,1638535075
469,0,30.1,27.3,6,1638535126
464,0,30.1,27.3,6,1638535177
477,0,30.1,27.3,6,1638535228
472,0,30.1,27.3,6,1638535279
469,0,30.1,27.3,6,1638535330
477,0,30.1,27.3,6,1638535381
477,0,30.1,27.3,6,1638535432
477,0,30.2,27.3,6,1638535483
486,0,30.2,27.3,6,1638535534
485,0,30.2,27.3,6,1638535585
479,0,30.2,27.3,6,1638535636
485,0,30.2,27.3,6,1638535687
487,0,30.2,27.3,6,1638535738
478,0,30.2,27.3,6,1638535788
486,0,30.2,27.3,6,1638535839
486,0,30.2,27.3,6,1638535890
480,0,30.2,27.3,5,1638535941
485,0,30.2,27.3,6,1638535992
479,0,30.2,27.3,6,1638536043
482,0,30.2,27.3,6,1638536094
482,0,30.2,27.3,6,1638536145
481,0,30.2,27.3,6,1638536196
485,0,30.2,27.3,6,1638536247
480,0,30.2,27.3,6,1638536297
486,0,30.2,27.3,6,1638536348
481,0,30.2,27.3,6,1638536399
480,0,30.2,27.3,6,1638536450
484,0,30.2,27.2,6,1638536501
480,0,30.2,27.2,6,1638536552
477,0,30.2,27.2,6,1638536604
480,0,30.2,27.2,6,1638536655
475,0,30.2,27.3,6,1638536706
485,0,30.1,27.3,6,1638536757
478,0,30.2,27.2,6,1638536808
488,0,30.2,27.2,6,1638536859
476,0,30.1,27.2,6,1638536909
479,0,30.1,27.3,6,1638536961
476,0,30.1,27.3,6,1638537012
482,0,30.1,27.3,6,1638537062
476,0,30.0,27.3,6,1638537114
476,0,30.1,27.2,6,1638537164
475,0,30.0,27.2,6,1638537215
486,0,30.0,27.2,6,1638537266
488,0,30.0,27.2,6,1638537317
480,0,30.0,27.2,6,1638537368
488,0,30.0,27.2,6,1638537419
480,0,30.0,27.2,6,1638537470
487,0,30.0,27.2,6,1638537523
490,0,30.0,27.2,6,1638537574
491,0,30.0,27.2,6,1638537625
485,0,30.0,27.2,6,1638537676
487,0,30.0,27.2,6,1638537778
488,0,30.0,27.2,6,1638537829
504,0,30.0,27.2,6,1638537880
493,0,30.0,27.2,6,1638537931
490,0,30.1,27.2,6,1638537982
502,0,30.0,27.2,6,1638538033
489,0,30.1,27.2,6,1638538084
484,0,30.0,27.2,6,1638538135
494,0,30.0,27.2,6,1638538237
490,0,30.0,27.2,6,1638538288
489,0,30.0,27.2,6,1638538345
491,0,30.0,27.2,6,1638538396
494,0,30.0,27.2,6,1638538499
499,0,30.0,27.2,6,1638538550
497,0,30.0,27.2,6,1638538601
491,0,30.0,27.2,6,1638538657
483,0,30.0,27.2,6,1638538708
491,0,30.0,27.2,6,1638538759
496,0,30.0,27.2,6,1638538810
494,0,30.0,27.2,6,1638538912
496,0,30.0,27.2,6,1638538963
500,0,30.0,27.2,6,1638539014
491,0,30.0,27.2,6,1638539115
484,0,30.0,27.2,6,1638539166
487,0,30.0,27.2,6,1638539217
488,0,30.0,27.2,6,1638539268
491,0,30.0,27.2,6,1638539319
492,0,30.0,27.2,6,1638539370
493,0,30.0,27.2,6,1638539421
495,0,30.0,27.2,6,1638539471
492,0,30.0,27.2,6,1638539523
497,0,30.0,27.2,6,1638539574
512,0,30.1,27.2,6,1638539625
515,0,30.3,27.2,6,1638539676
522,0,30.2,27.2,6,1638539727
507,0,30.2,27.2,6,1638539778
499,0,30.1,27.2,6,1638539828
499,0,30.1,27.2,6,1638539879
499,0,30.1,27.2,6,1638539930
501,0,30.1,27.2,6,1638539981
500,0,30.1,27.2,6,1638540032
497,0,30.1,27.2,6,1638540083
495,0,30.1,27.2,6,1638540134
495,0,30.1,27.2,6,1638540185
508,0,30.0,27.2,6,1638540236
496,0,30.0,27.2,6,1638540287
502,0,30.0,27.2,6,1638540338
497,0,30.0,27.2,6,1638540389
491,0,30.0,27.2,6,1638540440
499,0,30.0,27.2,6,1638540491
487,0,30.0,27.2,6,1638540543
492,0,30.0,27.2,6,1638540594
493,0,30.0,27.2,6,1638540645
489,0,30.0,27.2,6,1638540696
494,0,30.0,27.2,6,1638540747
486,0,30.1,27.2,6,1638540798
492,0,30.0,27.2,6,1638540849
493,0,30.0,27.2,6,1638540900
492,0,30.0,27.2,6,1638540952
494,0,30.0,27.1,6,1638541003
493,0,30.0,27.2,6,1638541054
485,0,30.0,27.2,6,1638541105
489,0,30.0,27.1,6,1638541156
487,0,30.0,27.1,6,1638541207
497,0,30.0,27.2,6,1638541258
490,0,30.0,27.1,6,1638541309
489,0,30.0,27.2,6,1638541359
489,0,30.0,27.1,6,1638541410
487,0,30.0,27.1,6,1638541461
488,0,29.9,27.2,7,1638541512
491,0,29.9,27.2,6,1638541564
482,0,29.9,27.1,6,1638541615
485,0,29.9,27.1,6,1638541666
484,0,29.9,27.1,6,1638541717
480,0,29.8,27.2,6,1638541767
477,0,29.8,27.1,7,1638541818
477,0,29.8,27.1,7,1638541869
471,0,29.8,27.1,7,1638541920
477,0,29.8,27.2,7,1638541971
473,0,29.8,27.1,7,1638542022
479,0,29.8,27.1,7,1638542073
479,0,29.8,27.1,7,1638542124
478,0,29.8,27.1,7,1638542174
478,0,29.8,27.2,7,1638542225
479,0,29.8,27.1,7,1638542276
479,0,29.8,27.1,7,1638542327
474,0,29.9,27.1,7,1638542378
470,0,29.9,27.1,7,1638542429
471,0,30.0,27.1,7,1638542480
475,0,30.0,27.1,7,1638542531
474,0,30.1,27.2,6,1638542582
479,0,30.2,27.2,7,1638542633
472,0,30.3,27.1,7,1638542684
473,0,30.3,27.1,7,1638542735
478,0,30.4,27.1,7,1638542786
476,0,30.4,27.1,7,1638542837
475,0,30.3,27.2,7,1638542888
476,0,30.3,27.1,7,1638542939
473,0,30.3,27.1,7,1638542990
476,0,30.2,27.1,7,1638543040
480,0,30.2,27.1,7,1638543091
477,0,30.2,27.1,7,1638543142
478,0,30.2,27.1,7,1638543193
472,0,30.2,27.1,7,1638543249
476,0,30.1,27.1,7,1638543300
481,0,30.1,27.1,7,1638543351
472,0,30.1,27.1,7,1638543402
474,0,30.1,27.1,7,1638543453
474,0,30.1,27.1,7,1638543504
470,0,30.1,27.1,7,1638543555
473,0,30.0,27.1,7,1638543606
473,0,30.0,27.1,7,1638543657
480,0,30.0,27.1,7,1638543708
476,0,30.0,27.1,7,1638543759
472,0,29.9,27.1,8,1638543809
471,0,29.9,27.1,7,1638543860
471,0,29.9,27.1,7,1638543911
469,0,29.9,27.1,7,1638543962
474,0,29.9,27.1,7,1638544013
475,0,29.9,27.1,8,1638544064
476,0,29.9,27.1,8,1638544115
480,0,30.0,27.1,7,1638544166
470,0,30.1,27.1,7,1638544217
470,0,30.1,27.1,8,1638544268
466,0,30.2,27.1,7,1638544319
475,0,30.1,27.1,7,1638544370
476,0,30.1,27.1,7,1638544421
476,0,30.1,27.1,8,1638544472
482,0,30.1,27.1,7,1638544523
473,0,30.1,27.1,7,1638544574
479,0,30.1,27.1,7,1638544625
475,0,30.1,27.1,7,1638544676
472,0,30.1,27.1,7,1638544727
475,0,30.1,27.1,8,1638544778
467,0,30.0,27.1,8,1638544828
475,0,30.0,27.1,8,1638544880
466,0,30.0,27.1,7,1638544931
470,0,30.0,27.1,8,1638544982
470,0,30.0,27.1,8,1638545032
471,0,30.0,27.1,8,1638545083
466,0,30.0,27.1,7,1638545134
475,0,30.0,27.1,8,1638545185
467,0,30.0,27.1,7,1638545236
465,0,30.0,27.1,7,1638545287
468,0,30.0,27.1,8,1638545338
472,0,30.0,27.1,8,1638545388
471,0,30.0,27.1,7,1638545440
474,0,30.0,27.1,7,1638545491
473,0,30.0,27.1,8,1638545542
473,0,30.0,27.1,8,1638545644
466,0,30.0,27.1,8,1638545695
478,0,30.0,27.1,7,1638545797
475,0,30.0,27.1,8,1638545847
468,0,30.0,27.1,8,1638545898
469,0,30.0,27.1,8,1638545949
473,0,30.0,27.1,8,1638546051
473,0,30.0,27.1,8,1638546102
477,0,30.0,27.1,7,1638546153
471,0,30.0,27.1,8,1638546203
466,0,30.0,27.1,7,1638546260
468,0,30.0,27.1,8,1638546311
471,0,30.0,27.1,8,1638546362
475,0,30.0,27.0,7,1638546413
467,0,30.0,27.1,8,1638546464
468,0,30.0,27.0,8,1638546520
480,0,30.0,27.1,8,1638546622
473,0,30.0,27.1,8,1638546673
474,0,30.1,27.1,8,1638546724
478,0,30.0,27.1,8,1638546775
480,0,30.1,27.0,8,1638546927
477,0,30.1,27.1,8,1638546978
479,0,30.1,27.1,8,1638547029
474,0,30.1,27.1,8,1638547080
473,0,30.2,27.0,8,1638547182
476,0,30.2,27.1,8,1638547233
477,0,30.2,27.0,8,1638547284
470,0,30.2,27.0,8,1638547335
477,0,30.2,27.0,7,1638547386
471,0,30.2,27.1,8,1638547438
476,0,30.3,27.1,8,1638547490
483,0,30.5,27.1,8,1638547540
482,0,30.5,27.0,7,1638547591
478,0,30.6,27.0,8,1638547645
479,0,30.7,27.0,8,1638547696
486,0,30.8,27.1,7,1638547747
494,0,31.1,27.0,8,1638547849
489,0,31.2,27.1,8,1638547900
488,0,31.1,27.1,8,1638547951
486,0,31.2,27.1,8,1638548002
485,0,31.3,27.1,8,1638548053
493,0,31.3,27.1,8,1638548104
481,0,31.2,27.1,8,1638548155
481,0,31.2,27.1,8,1638548206
488,0,31.3,27.0,8,1638548257
488,0,31.3,27.1,8,1638548307
487,0,31.3,27.1,8,1638548358
490,0,31.3,27.1,8,1638548409
494,0,31.3,27.1,8,1638548460
487,0,31.4,27.1,7,1638548511
492,0,31.5,27.1,8,1638548562
492,0,31.5,27.1,7,1638548613
491,0,31.5,27.1,7,1638548663
488,0,31.5,27.1,7,1638548714
485,0,31.6,27.1,8,1638548765
487,0,31.5,27.1,8,1638548816
495,0,31.5,27.1,7,1638548868
484,0,31.6,27.1,8,1638548919
483,0,31.7,27.1,8,1638548969
489,0,31.6,27.1,8,1638549020
488,0,31.4,27.1,8,1638549071
486,0,31.4,27.1,7,1638549122
486,0,31.5,27.1,8,1638549173
485,0,31.5,27.1,8,1638549224
486,0,31.4,27.1,8,1638549275
484,0,31.4,27.1,7,1638549326
485,0,31.5,27.1,8,1638549376
491,0,31.4,27.1,7,1638549427
492,0,31.3,27.1,8,1638549478
487,0,31.2,27.1,8,1638549529
488,0,31.2,27.1,8,1638549580
488,0,31.2,27.1,8,1638549631
484,0,31.3,27.0,8,1638549682
479,0,31.2,27.1,7,1638549733
484,0,31.1,27.1,7,1638549783
487,0,31.1,27.0,7,1638549834
482,0,31.1,27.0,7,1638549885
485,0,31.0,27.1,8,1638549936
485,0,31.1,27.0,7,1638549987
478,0,31.1,27.1,7,1638550038
474,0,31.1,27.0,7,1638550089
475,0,31.0,27.1,7,1638550140
486,0,31.1,27.0,7,1638550191
475,0,31.1,27.0,8,1638550242
478,0,31.1,27.1,7,1638550293
476,0,31.1,27.0,7,1638550344
484,0,31.1,27.1,7,1638550395
476,0,31.1,27.1,7,1638550446
474,0,31.1,27.0,7,1638550496
476,0,31.1,27.1,7,1638550547
473,0,31.1,27.0,7,1638550601
477,0,31.2,27.0,7,1638550652
485,0,31.2,27.1,7,1638550703
482,0,31.2,27.0,7,1638550754
481,0,31.1,27.0,7,1638550805
473,0,31.1,27.0,7,1638550856
481,0,31.2,27.0,7,1638550906
479,0,31.2,27.0,7,1638550957
475,0,31.2,27.0,7,1638551008
479,0,31.2,27.0,7,1638551059
478,0,31.2,27.0,7,1638551110
481,0,31.2,27.1,7,1638551161
482,0,31.2,27.1,7,1638551212
478,0,31.2,27.0,7,1638551313
478,0,31.2,27.0,7,1638551365
481,0,31.2,27.0,6,1638551416
476,0,31.2,27.1,7,1638551467
478,0,31.3,27.1,7,1638551518
477,0,31.3,27.0,7,1638551568
472,0,31.4,27.0,7,1638551619
486,0,31.4,27.0,7,1638551670
477,0,31.3,27.0,7,1638551721
481,0,31.3,27.1,7,1638551772
484,0,31.4,27.0,7,1638551823
481,0,31.5,27.0,7,1638551874
478,0,31.5,27.0,7,1638551926
484,0,31.4,27.0,7,1638551976
480,0,31.4,27.0,6,1638552027
480,0,31.5,27.0,7,1638552078
478,0,31.6,27.0,7,1638552129
481,0,31.5,27.0,7,1638552180
480,0,31.4,27.0,7,1638552231
481,0,31.4,27.0,7,1638552282
484,0,31.4,27.0,7,1638552332
481,0,31.5,27.0,7,1638552383
479,0,31.4,27.0,7,1638552434
480,0,31.5,27.0,7,1638552485
482,0,31.5,27.0,7,1638552536
470,0,31.4,27.0,7,1638552587
482,0,31.5,27.0,7,1638552638
476,0,31.4,27.0,7,1638552688
481,0,31.4,27.0,7,1638552739
479,0,31.5,27.0,7,1638552791
477,0,31.6,27.0,7,1638552842
478,0,31.5,27.0,7,1638552893
487,0,31.6,27.0,7,1638552943
473,0,31.5,27.0,7,1638552994
476,0,31.4,27.0,7,1638553045
481,0,31.4,27.0,7,1638553096
475,0,31.3,27.0,7,1638553158
482,0,31.4,27.0,7,1638553209
477,0,31.4,27.0,7,1638553259
481,0,31.4,27.0,7,1638553313
478,0,31.3,27.0,6,1638553364
476,0,31.3,27.0,7,1638553415
487,0,31.3,27.0,6,1638553466
475,0,31.4,27.0,7,1638553516
471,0,31.4,27.0,7,1638553568
466,0,31.4,27.0,6,1638553619
473,0,31.4,27.0,6,1638553670
485,0,31.4,27.0,7,1638553721
488,0,31.4,27.0,7,1638553772
477,0,31.5,27.0,6,1638553823
474,0,31.4,27.0,7,1638553874
476,0,31.3,27.0,7,1638553925
474,0,31.3,27.0,7,1638553976
477,0,31.4,27.0,7,1638554027
479,0,31.4,27.0,7,1638554077
483,0,31.3,27.0,7,1638554129
484,0,31.3,27.0,7,1638554180
476,0,31.2,27.0,7,1638554231
477,0,31.3,27.0,7,1638554282
480,0,31.3,27.0,7,1638554333
476,0,31.4,27.0,7,1638554384
477,0,31.3,27.0,7,1638554435
475,0,31.3,27.0,7,1638554486
483,0,31.2,27.0,7,1638554537
471,0,31.2,27.0,7,1638554588
476,0,31.3,27.0,7,1638554639
476,0,31.3,27.0,7,1638554690
478,0,31.3,27.0,7,1638554741
479,0,31.3,27.0,7,1638554792
481,0,31.2,27.0,6,1638554843
476,0,31.2,27.0,7,1638554894
469,0,31.1,27.0,7,1638554945
483,0,31.1,27.0,6,1638554996
468,0,31.1,27.0,7,1638555046
471,0,31.1,27.0,7,1638555097
472,0,31.2,27.0,7,1638555148
481,0,31.2,27.0,7,1638555199
471,0,31.2,27.0,6,1638555250
470,0,31.1,27.0,7,1638555301
480,0,31.2,27.0,6,1638555352
467,0,31.2,27.0,6,1638555403
479,0,31.2,27.0,6,1638555455
488,0,31.3,27.0,6,1638555505
479,0,31.1,27.0,7,1638555556
473,0,31.1,26.9,7,1638555607
479,0,31.2,27.0,7,1638555658
475,0,31.2,27.0,6,1638555709
476,0,31.2,27.0,7,1638555760
478,0,31.1,27.0,7,1638555811
475,0,31.1,27.0,7,1638555862
477,0,31.2,27.0,7,1638555912
479,0,31.2,27.0,7,1638555963
480,0,31.2,27.0,6,1638556014
